genero;asistentes;precioTicket;diaSemana;duracion
cultural;108;3.0597740339021806;Viernes;2.0
cultural;157;3.106946379372674;Jueves;3.0
academico;20;5.140072914536886;Sábado;3.0
cultural;52;3.0650814480381623;Jueves;2.0
cultural;109;3.011865003147477;Viernes;1.0
deportivo;23;0.9770067027203919;Lunes;1.0
deportivo;189;3.069645232374333;Sábado;1.5
academico;190;2.955170138371824;Miércoles;2.0
deportivo;15;4.816545504468179;Viernes;3.0
academico;30;1.0023422071408135;Jueves;1.0
networking;102;0.9891024518554787;Viernes;1.5
networking;100;1.0083831055160548;Martes;3.0
deportivo;101;3.0003507794014865;Miércoles;1.5
cultural;112;3.0947808398392236;Viernes;2.0
academico;108;2.0495952670009983;Viernes;2.0
cultural;51;2.0773093838927155;Sábado;2.0
cultural;154;1.9231377634243436;Viernes;1.5
deportivo;26;0.9703368149176379;Lunes;1.0
networking;49;2.8999017212702194;Martes;1.5
academico;195;5.034690325055241;Viernes;1.5
networking;102;5.222199887772941;Lunes;2.0
cultural;119;1.9188559621131454;Viernes;2.5
cultural;199;2.938789392653856;Viernes;2.0
cultural;107;1.977063183602356;Jueves;1.5
cultural;200;2.992708615506352;Viernes;2.0
cultural;111;3.1138917533613;Viernes;2.0
cultural;104;2.8645415949787614;Jueves;1.5
cultural;103;5.030162625416258;Viernes;3.0
networking;111;5.166683386012302;Sábado;3.0
cultural;97;3.03833610107415;Viernes;1.5
deportivo;100;4.845200659427867;Jueves;2.0
academico;29;0.9654720068418109;Jueves;1.0
deportivo;100;2.9327429739943955;Miércoles;1.5
cultural;131;4.873064192771722;Sábado;3.0
deportivo;104;3.0341101651168905;Viernes;1.0
networking;104;3.1099240939579085;Jueves;2.5
cultural;96;4.880504070297967;Sábado;2.0
cultural;53;3.0991879709706334;Viernes;3.0
cultural;96;4.7832265271393695;Sábado;2.0
networking;48;0.9991769941054762;Sábado;1.5
academico;113;3.0526604777190056;Miércoles;1.5
deportivo;159;2.905440965352437;Viernes;1.5
academico;113;2.9571348805819846;Miércoles;1.5
deportivo;97;3.1278170153993496;Viernes;1.0
academico;48;3.0285915424449588;Sábado;1.5
academico;101;1.9860035344416522;Miércoles;1.5
academico;105;1.9174460419656105;Viernes;2.0
academico;190;4.764663384826237;Viernes;1.5
networking;97;3.065239277254062;Viernes;1.0
deportivo;98;2.089463675501308;Viernes;1.0
cultural;103;3.103832571292431;Viernes;2.0
networking;103;2.8846943846356607;Viernes;1.0
deportivo;54;2.0311299126671933;Sábado;1.5
academico;143;5.060051175249849;Sábado;3.0
deportivo;97;1.9596879512951024;Viernes;1.0
cultural;102;5.025411189215071;Viernes;2.0
cultural;105;1.9361745143373748;Jueves;1.5
cultural;144;5.196091636726614;Viernes;1.0
cultural;109;2.9283902314900425;Viernes;2.0
deportivo;16;4.952806058627189;Viernes;3.0
cultural;115;3.0894232228995184;Viernes;2.0
cultural;47;2.8654338364860625;Jueves;2.0
deportivo;25;1.0335606349105146;Viernes;1.5
academico;192;4.8438927470589705;Viernes;1.5
cultural;141;1.0301906557773686;Viernes;1.5
cultural;105;5.212236611346647;Viernes;2.0
cultural;123;2.0072623772896656;Viernes;2.5
cultural;105;2.900820807267086;Viernes;2.0
networking;161;2.0716856131741648;Sábado;2.0
cultural;126;2.026849150241622;Viernes;2.5
cultural;139;4.998141579782001;Viernes;1.0
academico;105;2.9329374486861863;Miércoles;1.5
deportivo;103;5.022262810407682;Viernes;3.0
cultural;46;2.0392279280531063;Sábado;2.0
cultural;51;3.108392528063079;Viernes;3.0
academico;16;5.175830932606291;Sábado;3.0
academico;107;3.092131056052386;Miércoles;1.5
academico;30;2.869825452512682;Sábado;1.0
cultural;103;3.143812642828509;Sábado;2.0
cultural;156;4.882196674984625;Viernes;1.5
academico;101;5.108814356387569;Sábado;2.0
networking;102;5.179178944398224;Lunes;1.0
networking;102;4.880901392657354;Lunes;1.0
deportivo;111;3.0112725228221233;Viernes;2.0
cultural;45;1.9923203481090126;Sábado;2.0
cultural;114;4.933252957707554;Sábado;3.0
networking;104;2.887314366717118;Martes;2.0
academico;103;1.925796577889009;Viernes;2.0
academico;98;2.939680334086586;Miércoles;2.0
cultural;103;3.0932448950296925;Jueves;1.5
cultural;152;4.856792501054415;Viernes;1.5
networking;99;5.034301234757618;Lunes;2.0
academico;17;1.0273031586680543;Lunes;1.0
academico;114;2.9809788815041225;Miércoles;1.5
networking;95;2.8585208957067856;Viernes;1.0
cultural;101;5.046935695790396;Sábado;2.0
cultural;154;5.07614981148944;Viernes;1.5
networking;102;0.9841701208120749;Viernes;1.5
cultural;109;5.158055909137484;Viernes;3.0
networking;51;1.0243618849970626;Sábado;1.0
cultural;150;1.9747906072725672;Viernes;2.0
cultural;24;3.1004733683855674;Jueves;1.5
deportivo;97;3.0816711267260883;Miércoles;1.5
cultural;99;4.945187662957219;Sábado;2.0
cultural;48;3.0437721198019836;Viernes;3.0
cultural;95;4.864629635730209;Sábado;1.5
cultural;176;1.0474973838665895;Viernes;2.0
networking;47;2.8639728992522047;Martes;1.5
deportivo;194;2.97205207040111;Sábado;1.5
networking;167;1.9199154328827268;Sábado;2.0
academico;101;5.12861589427927;Sábado;2.0
academico;201;5.069775957853555;Viernes;3.0
academico;30;1.0163026863897417;Jueves;1.0
cultural;102;3.0666632302342185;Jueves;2.0
networking;98;2.9545340502799697;Viernes;1.0
cultural;116;2.90327140009755;Viernes;2.0
cultural;104;4.831773668202493;Sábado;2.0
academico;99;2.8570683828390555;Miércoles;2.0
deportivo;178;0.9537302175759551;Viernes;1.0
deportivo;49;3.1007653977806093;Viernes;1.5
cultural;52;2.8801247845545204;Jueves;2.0
networking;54;2.970799659146652;Martes;1.5
cultural;106;5.23098841247898;Sábado;3.0
academico;50;4.89825385993109;Sábado;2.0
cultural;105;5.048210297313471;Viernes;2.0
academico;101;3.03225934045161;Sábado;2.0
deportivo;184;0.9902225156767274;Viernes;1.0
cultural;117;0.9757260766739235;Viernes;2.0
networking;107;3.111861350791821;Martes;2.0
cultural;168;1.0125414533321762;Viernes;2.0
deportivo;104;2.0474247316661636;Viernes;1.0
cultural;117;1.0276885137319662;Viernes;2.0
cultural;106;2.9593518093121203;Viernes;2.0
cultural;96;4.762417657926384;Sábado;1.5
cultural;99;4.9718084458863405;Sábado;1.5
academico;46;3.141024710122852;Sábado;1.5
networking;104;0.974251325272787;Viernes;1.5
cultural;174;0.9858995343655207;Viernes;2.0
cultural;110;4.753776824255459;Sábado;3.0
cultural;102;3.1437601149082655;Viernes;1.0
cultural;105;5.015671655339295;Viernes;2.0
networking;112;4.991700795914312;Sábado;3.0
networking;96;2.905425445050107;Jueves;2.5
deportivo;195;3.045551166604355;Sábado;1.5
cultural;119;0.9913590389296879;Viernes;2.0
cultural;103;4.859055318870201;Sábado;2.0
cultural;125;0.9995059984830275;Viernes;2.0
cultural;176;2.0496946956680664;Viernes;3.0
cultural;29;2.9865066105615625;Jueves;1.5
academico;38;2.8637547170521453;Sábado;1.0
deportivo;21;0.9626096870342314;Viernes;1.5
academico;105;2.8933553698580585;Miércoles;1.5
deportivo;112;4.881343845855802;Viernes;3.0
academico;11;4.922744831313308;Sábado;3.0
networking;47;0.9869817826175149;Sábado;1.5
cultural;169;3.051242156253503;Sábado;3.0
cultural;110;5.097841811967479;Viernes;3.0
academico;109;3.116893446471967;Miércoles;1.5
academico;31;0.9796569490914685;Jueves;1.0
deportivo;111;2.9352363103821033;Viernes;2.0
cultural;173;2.077590417757955;Viernes;3.0
networking;187;3.0610234372859733;Sábado;3.0
deportivo;49;2.866491196946083;Viernes;1.5
cultural;141;5.168205737793105;Viernes;2.0
cultural;104;5.013219864509252;Sábado;1.5
cultural;107;5.1652770764788585;Viernes;3.0
academico;142;4.805348388484108;Sábado;3.0
networking;45;2.0750064017053966;Miércoles;1.0
academico;98;5.120485357596682;Sábado;2.0
deportivo;103;3.1187767321666984;Viernes;2.0
academico;103;1.9335066145347115;Viernes;2.0
deportivo;101;2.957624223105385;Viernes;1.5
cultural;98;3.005810079287449;Viernes;1.5
cultural;202;3.085403804076309;Viernes;2.0
cultural;109;4.913385264380883;Sábado;3.0
networking;104;0.9673692275107283;Viernes;1.5
academico;95;2.9219232780441384;Miércoles;2.0
cultural;153;1.9734075810426832;Viernes;2.0
academico;95;1.9310063514098574;Viernes;1.0
networking;51;0.9625726639715642;Sábado;1.0
cultural;101;3.131447588385849;Sábado;2.0
academico;52;3.147159035945309;Lunes;1.5
deportivo;107;5.146288108084588;Viernes;3.0
cultural;154;1.9115139056981416;Viernes;1.5
academico;97;1.990300078398506;Miércoles;1.5
deportivo;158;3.1305571957260936;Viernes;1.5
cultural;169;3.007641688587869;Sábado;3.0
cultural;103;2.9405093679842085;Viernes;1.5
academico;46;2.9423829402630495;Lunes;1.5
deportivo;96;5.065325364031788;Jueves;2.0
academico;98;1.9471695446223376;Miércoles;1.5
academico;27;1.0378184194189028;Jueves;1.0
academico;100;4.859153925438235;Sábado;2.0
cultural;120;2.080188696348531;Viernes;2.5
cultural;106;4.98481911049622;Viernes;2.0
networking;96;3.0619020274999356;Jueves;2.5
cultural;106;3.0204992088212252;Viernes;1.0
cultural;149;4.836591813945455;Viernes;1.5
cultural;102;5.071637020869847;Viernes;3.0
networking;47;2.9024072081942016;Martes;1.5
cultural;96;5.035867032936638;Sábado;2.0
deportivo;30;0.9614497956447927;Viernes;1.5
networking;161;1.9682279022227185;Sábado;2.0
deportivo;96;1.9458123805875673;Viernes;1.0
deportivo;100;2.991385114829148;Viernes;1.0
cultural;105;2.8852773259920053;Jueves;2.0
deportivo;182;0.9845715804915398;Viernes;1.0
networking;109;5.094533616577151;Lunes;1.0
academico;181;4.876765904125795;Viernes;1.0
networking;98;1.0312271480005808;Martes;3.0
academico;103;1.9739014104532633;Viernes;1.0
networking;49;2.030964021824939;Miércoles;1.0
networking;96;5.161180294444741;Lunes;2.0
cultural;108;4.809152466366787;Sábado;3.0
cultural;101;4.825911846714791;Sábado;1.5
deportivo;184;0.9529692208068195;Viernes;1.0
cultural;122;2.984274575444604;Viernes;3.0
networking;102;0.975316229160006;Viernes;1.5
academico;105;2.0799502138267787;Viernes;2.0
cultural;119;2.8921573704500467;Viernes;3.0
deportivo;101;3.1429632475548037;Miércoles;1.5
academico;202;5.065058359334172;Viernes;3.0
cultural;50;2.982781973859817;Viernes;3.0
cultural;171;2.095991720983028;Viernes;3.0
cultural;169;1.0298585262108813;Viernes;2.0
cultural;201;2.8799686839238836;Viernes;2.0
academico;179;4.8957417863130805;Viernes;1.0
cultural;149;2.055928945420052;Viernes;1.5
cultural;129;4.769279491776911;Sábado;3.0
academico;193;3.046503499928192;Miércoles;2.0
academico;105;1.9440585488882196;Viernes;2.0
academico;102;1.9888817361756026;Viernes;1.0
networking;52;0.9532467674573887;Sábado;1.0
academico;100;1.9865917558866617;Viernes;1.0
cultural;151;4.986687974102445;Viernes;1.5
academico;180;5.229255760368994;Viernes;1.0
academico;105;1.9343800534848878;Viernes;2.0
deportivo;103;5.129330582427296;Viernes;3.0
cultural;114;3.0143497859784025;Viernes;2.0
cultural;105;5.068918345699109;Viernes;3.0
academico;101;5.184786764949894;Sábado;2.0
cultural;102;3.0665678237115883;Jueves;1.5
academico;183;5.038255327683938;Viernes;1.0
networking;107;4.881727253078598;Sábado;3.0
cultural;102;2.9781911545980044;Sábado;2.0
academico;24;0.9559222536427339;Lunes;1.0
academico;27;0.9574696626686778;Jueves;1.0
networking;45;3.066692446682406;Martes;1.5
deportivo;103;2.92567040643374;Miércoles;1.5
cultural;105;5.043485484446871;Viernes;3.0
cultural;105;5.158447003311513;Sábado;3.0
academico;51;5.23074011603983;Sábado;2.0
deportivo;105;3.023557698945572;Viernes;2.0
academico;162;2.9779385078058227;Miércoles;1.5
cultural;103;5.238896791665814;Sábado;2.0
deportivo;164;2.8868056679182517;Viernes;1.5
cultural;54;3.1005055294765898;Jueves;2.0
networking;96;1.0100124933247354;Viernes;1.0
cultural;123;0.9887218283407266;Viernes;2.0
cultural;192;2.0825040903544254;Viernes;3.0
cultural;115;2.979094280136068;Viernes;2.0
networking;103;5.24362856130899;Sábado;3.0
deportivo;104;5.21459028299459;Viernes;3.0
cultural;53;3.0817014529932494;Jueves;2.0
academico;24;0.9601621846464594;Jueves;1.0
cultural;23;3.1034778212005305;Jueves;1.5
cultural;163;3.1333680930515815;Sábado;3.0
deportivo;97;2.9608397751068143;Viernes;1.0
cultural;120;3.039255662824208;Viernes;3.0
cultural;22;2.9400790532066354;Jueves;1.5
networking;103;0.9668702308246652;Martes;3.0
deportivo;18;4.9113107173856205;Viernes;3.0
networking;52;1.0426377683419394;Sábado;1.0
cultural;198;3.0443368996634828;Viernes;2.0
deportivo;96;2.9001194287827463;Viernes;1.0
cultural;148;0.9567468356225103;Viernes;1.5
academico;198;5.163231231989317;Viernes;3.0
networking;45;1.009637571583441;Sábado;1.5
academico;189;2.8966207812687212;Miércoles;2.0
academico;102;2.9278463942930055;Miércoles;2.0
cultural;101;2.9068679556483605;Jueves;2.0
academico;28;1.0485965616702182;Jueves;1.0
deportivo;46;2.0016241978914193;Sábado;1.5
deportivo;98;1.9295692477693687;Viernes;1.0
networking;100;5.117537983466859;Lunes;2.0
deportivo;54;3.0023247337046124;Viernes;1.5
academico;158;3.1181700548139366;Miércoles;1.5
deportivo;189;3.106290034517974;Sábado;1.5
cultural;110;2.9475129012722556;Viernes;1.0
cultural;121;3.0107688233350656;Viernes;3.0
deportivo;164;2.9783025340705187;Viernes;1.5
networking;185;3.0458826154165535;Sábado;3.0
cultural;45;3.118424706654337;Jueves;2.0
cultural;103;3.0445661248871225;Sábado;3.0
deportivo;47;1.9661267929419728;Sábado;1.5
deportivo;105;2.8878843060626496;Viernes;2.0
cultural;54;2.854561359910865;Jueves;2.0
academico;20;4.980982006009968;Sábado;3.0
cultural;121;1.0023043333440356;Viernes;2.0
academico;98;2.0255291510375804;Miércoles;1.5
cultural;164;2.861504577037186;Sábado;3.0
networking;48;2.9897058040553266;Martes;1.5
networking;50;1.0073399207779195;Sábado;1.0
cultural;98;3.079658173474522;Viernes;2.0
deportivo;47;1.9516307207398182;Sábado;1.5
cultural;148;1.9145928561331158;Viernes;1.5
academico;38;2.9077675452694165;Sábado;1.0
deportivo;101;1.989105767355051;Viernes;1.0
cultural;113;2.9484687544437005;Viernes;2.0
academico;194;4.943547687942526;Viernes;1.5
deportivo;51;2.985925862355377;Viernes;1.5
networking;105;2.924120157609371;Martes;2.0
cultural;134;5.1443356556287405;Sábado;3.0
networking;45;2.9778224230828827;Martes;1.5
networking;106;3.149869867485445;Martes;2.0
networking;46;1.0052261794654125;Sábado;1.0
cultural;104;4.780282081499479;Viernes;2.0
academico;50;3.0112401546626137;Sábado;1.5
academico;102;3.1066482186473277;Miércoles;2.0
cultural;120;1.9531074218945186;Viernes;2.5
networking;104;5.101046853440319;Sábado;3.0
networking;104;0.9574284045014264;Viernes;1.0
cultural;169;2.073584607678735;Viernes;3.0
cultural;200;2.999540421630523;Viernes;2.0
networking;97;5.162587637696664;Lunes;2.0
cultural;96;5.231935850972254;Sábado;1.5
deportivo;108;3.1069709471726497;Viernes;2.0
academico;108;2.0133075202953457;Viernes;2.0
academico;195;4.9855049877489;Viernes;1.5
cultural;115;2.8795376480098214;Viernes;2.0
deportivo;99;3.006722368761331;Miércoles;1.5
cultural;139;5.06846893882856;Viernes;1.0
networking;47;1.9682481565539403;Miércoles;1.0
cultural;52;3.0501241297108566;Jueves;2.0
cultural;102;3.013093031480757;Sábado;2.0
networking;97;2.913144763515575;Viernes;1.0
deportivo;46;2.90828524688506;Viernes;1.5
networking;160;1.9591144704892907;Sábado;2.0
academico;192;4.83491477538248;Viernes;1.5
cultural;155;3.025691418486261;Jueves;3.0
cultural;118;1.9335953024884254;Viernes;2.5
cultural;98;2.892072711268299;Jueves;1.5
academico;36;2.87705803711666;Sábado;1.0
academico;179;4.9191393815343085;Viernes;1.0
cultural;172;2.8560319942174455;Sábado;3.0
deportivo;50;2.86106642585521;Viernes;1.5
deportivo;25;0.9871778273931805;Viernes;1.5
academico;49;2.9316660650232604;Sábado;1.5
academico;29;2.919102421032647;Sábado;1.0
cultural;103;5.183743017753477;Viernes;3.0
deportivo;194;3.0627957653193176;Sábado;1.5
networking;100;3.0477743677279445;Martes;2.0
academico;188;3.0826695187419113;Miércoles;2.0
cultural;202;2.933874360308049;Viernes;2.0
academico;100;3.00891888598285;Miércoles;2.0
deportivo;47;3.1056970840500258;Viernes;1.5
academico;49;2.908016928607994;Sábado;1.5
cultural;150;4.876100534479942;Viernes;1.5
networking;96;1.0267828148629476;Martes;3.0
academico;46;2.9894010593229874;Lunes;1.5
cultural;172;0.96586858042266;Viernes;2.0
cultural;110;2.9091436249571743;Viernes;2.0
deportivo;28;0.9802676601261041;Lunes;1.0
cultural;98;3.1398512993857985;Viernes;1.5
cultural;54;1.996062172086758;Sábado;2.0
cultural;145;0.9939758690718129;Viernes;1.5
deportivo;97;2.8849445824960434;Viernes;1.0
academico;96;1.9552705567038748;Miércoles;1.5
academico;104;1.9707061775511878;Miércoles;1.5
cultural;141;0.9974397813067801;Viernes;1.5
cultural;102;2.9587870559216567;Sábado;2.0
cultural;114;5.113042853171369;Sábado;3.0
cultural;198;2.9991778088694994;Viernes;2.0
cultural;21;3.0260336592550696;Jueves;1.5
deportivo;53;2.057797583447525;Sábado;1.5
deportivo;54;3.0362304924568995;Viernes;1.5
cultural;174;1.9264056005490366;Viernes;3.0
academico;137;5.237775781362345;Sábado;3.0
deportivo;102;5.095541964869562;Jueves;2.0
academico;36;2.981637242155433;Sábado;1.0
deportivo;97;2.0576523806156426;Viernes;1.0
academico;192;2.9398470684109004;Miércoles;2.0
academico;25;0.9627408530370924;Jueves;1.0
cultural;95;5.0297176187653845;Sábado;1.5
cultural;140;4.782167997997914;Viernes;1.0
cultural;111;1.9200029701559866;Jueves;1.5
cultural;145;1.9486987294317262;Viernes;1.5
academico;193;2.9145939961476373;Miércoles;2.0
cultural;101;4.80544003600614;Viernes;3.0
deportivo;19;5.195266587042855;Viernes;3.0
academico;188;3.0110420862894016;Miércoles;2.0
networking;98;3.052793166366783;Jueves;2.5
academico;107;3.1399960487441367;Miércoles;1.5
cultural;100;2.9289089899802714;Viernes;2.0
academico;103;2.9569083864242254;Miércoles;2.0
academico;50;2.931297151394007;Sábado;1.5
deportivo;103;1.9867473806444729;Viernes;1.0
deportivo;24;1.006072259482205;Viernes;1.5
cultural;172;2.9584979759101513;Sábado;3.0
cultural;53;2.875836835320153;Viernes;3.0
deportivo;52;3.1483292409159542;Viernes;1.5
cultural;106;5.193595344226354;Viernes;3.0
academico;48;3.1247043925855547;Lunes;1.5
academico;137;5.100406917775943;Sábado;3.0
academico;99;2.9769390086375824;Sábado;2.0
networking;180;3.030950037285532;Sábado;3.0
academico;101;4.806036739348587;Sábado;2.0
deportivo;21;4.972413493383639;Viernes;3.0
academico;158;2.8501526874494534;Miércoles;1.5
deportivo;104;5.169985219817793;Jueves;2.0
academico;37;2.90583081408189;Sábado;1.0
cultural;112;2.0856337477198674;Jueves;1.5
deportivo;103;3.083829958965013;Miércoles;1.5
networking;98;1.0265433655994964;Viernes;1.0
cultural;109;3.123849630865397;Viernes;2.0
academico;49;5.128627188317839;Sábado;2.0
deportivo;100;2.031809606036495;Viernes;1.0
deportivo;21;1.0246591436893067;Viernes;1.5
cultural;171;2.0921182859293777;Viernes;3.0
deportivo;101;2.9932663801794113;Viernes;1.5
academico;102;5.0603365780276945;Sábado;2.0
cultural;136;4.826132040749497;Viernes;2.0
cultural;113;5.232160999142099;Sábado;3.0
academico;96;2.084927556414211;Miércoles;1.5
deportivo;52;2.879058022466104;Viernes;1.5
cultural;151;3.014443064167147;Jueves;3.0
networking;105;3.086180465402826;Martes;2.0
deportivo;49;2.890724354855264;Viernes;1.5
cultural;104;2.93499300131463;Viernes;1.0
networking;99;3.0522472088731396;Viernes;1.0
cultural;126;2.092248767566029;Viernes;2.5
networking;99;0.974095107366597;Martes;3.0
academico;48;2.9719668473747975;Sábado;1.5
cultural;98;2.900704445090444;Sábado;2.0
cultural;134;4.823037247873682;Sábado;3.0
cultural;155;3.0397671233020285;Jueves;3.0
cultural;98;2.9872179906675926;Viernes;1.5
cultural;110;1.9220337203845086;Jueves;1.5
academico;96;3.062253909529498;Sábado;2.0
cultural;95;5.039393601156117;Sábado;1.5
academico;107;2.070301477506997;Viernes;2.0
academico;137;4.829057699988502;Sábado;3.0
cultural;147;1.0174003868181798;Viernes;1.5
academico;35;2.91122044316722;Sábado;1.0
networking;95;4.778114206789892;Lunes;2.0
cultural;146;1.9859745061308567;Viernes;1.5
cultural;98;2.907351039084195;Sábado;2.0
cultural;95;3.1060924918120256;Viernes;1.5
cultural;103;4.976561568845756;Sábado;2.0
deportivo;97;2.059170150372278;Viernes;1.0
cultural;104;5.114745977979442;Sábado;1.5
cultural;123;3.12450177875521;Viernes;3.0
cultural;105;3.1320442635561054;Viernes;2.0
cultural;109;5.139569872985195;Viernes;2.0
cultural;104;3.009153500266041;Viernes;1.5
cultural;95;3.0722084922937283;Sábado;2.0
cultural;109;4.943007681878743;Sábado;3.0
deportivo;23;0.9694458257321666;Domingo;3.0
academico;183;5.074552845582058;Viernes;1.0
networking;101;2.924789407906708;Viernes;1.0
networking;49;0.9509695801326916;Sábado;1.0
academico;106;2.029784712443244;Viernes;2.0
deportivo;104;2.857405151495989;Viernes;1.0
cultural;170;3.103322932435372;Sábado;3.0
academico;142;4.797557100358212;Sábado;3.0
networking;97;2.9428040851836186;Viernes;1.0
cultural;106;5.02497314777135;Sábado;3.0
networking;104;2.975468803550382;Jueves;2.5
cultural;170;2.0173637294309974;Viernes;3.0
cultural;106;3.0884963474216143;Jueves;2.0
cultural;137;5.0096626660014945;Viernes;1.0
networking;103;5.017896937240916;Lunes;1.0
academico;99;3.123953626089408;Sábado;2.0
deportivo;95;3.0553519634778286;Miércoles;1.5
networking;47;0.9659080576197753;Sábado;1.5
networking;49;0.9593099793829518;Sábado;1.5
cultural;159;2.043914357518113;Viernes;2.0
networking;49;1.0210365202466682;Sábado;1.5
networking;169;2.0903884674374242;Sábado;2.0
cultural;123;3.0328754648845493;Viernes;3.0
cultural;51;2.9608174743036972;Viernes;2.0
academico;180;4.826624855889285;Viernes;1.0
networking;45;2.933285197743431;Martes;1.5
academico;101;2.043233018244663;Viernes;1.0
networking;46;2.9457529811618333;Martes;1.5
academico;96;3.084939139841941;Miércoles;2.0
deportivo;100;3.0962295344233555;Miércoles;1.5
academico;164;2.881844323640103;Miércoles;1.5
cultural;118;0.9813710677113322;Viernes;2.0
networking;166;2.0376395641054725;Sábado;2.0
cultural;101;3.0747157827282585;Viernes;2.0
networking;167;2.0119821523934123;Sábado;2.0
cultural;150;2.002966399929797;Viernes;2.0
deportivo;27;0.9753124756968836;Lunes;1.0
academico;52;4.8660457194207405;Sábado;2.0
networking;96;0.9736192651717627;Martes;3.0
academico;32;0.9502813120264438;Jueves;1.0
networking;100;1.0429588174737598;Martes;3.0
academico;95;1.9893592536827012;Viernes;1.0
cultural;168;1.9895709518013558;Viernes;3.0
academico;49;5.229852944882075;Sábado;2.0
deportivo;105;4.8832061297282205;Viernes;3.0
networking;188;2.9884596230288474;Sábado;3.0
deportivo;47;3.137828619773509;Viernes;1.5
cultural;127;5.2086766137488585;Sábado;3.0
cultural;52;3.1368994734376097;Jueves;2.0
deportivo;103;4.959365820364516;Jueves;2.0
academico;50;3.143698539256876;Sábado;1.5
academico;104;1.9446366798529855;Viernes;2.0
cultural;174;2.0628688995834703;Viernes;3.0
cultural;150;2.011792238282264;Viernes;1.5
cultural;169;2.9590134743173726;Sábado;3.0
cultural;165;2.9913791632189937;Sábado;3.0
academico;48;3.0042657110713678;Lunes;1.5
academico;201;5.132926201197538;Viernes;3.0
cultural;126;2.060437949817903;Viernes;2.5
academico;158;2.9950720889977602;Miércoles;1.5
deportivo;48;2.0301241943009187;Sábado;1.5
cultural;54;2.9715564096707645;Viernes;2.0
cultural;197;2.851880772391911;Viernes;2.0
academico;102;1.9783672069367046;Viernes;2.0
cultural;103;5.100861152159206;Viernes;2.0
cultural;97;5.1658248398571525;Sábado;1.5
academico;103;2.9306482141324484;Miércoles;2.0
networking;99;2.0537156929248015;Sábado;1.5
deportivo;97;2.0623287452333616;Viernes;1.0
cultural;100;5.117685738416595;Sábado;1.5
cultural;103;4.896112904146633;Sábado;2.0
deportivo;21;0.9677616722374303;Domingo;3.0
cultural;137;5.125286277279153;Viernes;2.0
academico;33;2.974047959652421;Sábado;1.0
academico;11;4.896835947629611;Sábado;3.0
cultural;125;1.9904950827202978;Viernes;2.5
networking;103;2.8738163284143283;Martes;2.0
networking;48;3.139568408945136;Martes;1.5
networking;96;0.9743161242673688;Martes;3.0
deportivo;98;5.029275055564058;Jueves;2.0
academico;191;2.935989193309724;Miércoles;2.0
cultural;103;3.0165997483103624;Viernes;2.0
cultural;126;5.152108248357463;Sábado;3.0
cultural;149;1.9577251260929942;Viernes;1.5
academico;180;5.138788882500645;Viernes;1.0
academico;104;2.9316909846600545;Miércoles;2.0
deportivo;48;2.977796870683439;Viernes;1.5
cultural;50;2.9961137514683753;Jueves;2.0
academico;106;1.956018025293875;Viernes;2.0
academico;139;5.1350277382783025;Sábado;3.0
deportivo;28;1.0206662081573854;Domingo;3.0
deportivo;99;2.8591762288657376;Miércoles;1.5
cultural;53;3.1343742545305737;Viernes;2.0
academico;105;2.0226031107117373;Viernes;2.0
academico;52;3.095819312403053;Lunes;1.5
cultural;142;5.008361929090709;Viernes;1.0
cultural;95;4.860703019529416;Sábado;1.5
networking;48;0.9828838423933723;Sábado;1.0
cultural;107;3.0407292813383267;Viernes;2.0
networking;104;3.0593552183763713;Martes;2.0
cultural;153;1.9100428735511437;Viernes;1.5
academico;190;5.0997469437178395;Viernes;1.5
deportivo;96;4.828149996031005;Jueves;2.0
cultural;50;3.0472105801296108;Jueves;2.0
cultural;135;5.220470510653028;Sábado;3.0
cultural;145;1.0109713498199808;Viernes;1.5
networking;51;3.140373450368438;Martes;1.5
academico;158;2.859168099019362;Miércoles;1.5
deportivo;52;2.028311223277199;Sábado;1.5
academico;24;1.0432077248194254;Jueves;1.0
networking;102;1.006728718671741;Viernes;1.5
networking;106;5.190980621161776;Lunes;1.0
cultural;108;2.0983361198852704;Jueves;1.5
deportivo;46;3.0990167131958777;Viernes;1.5
cultural;103;1.969044129641155;Jueves;1.5
cultural;152;2.0116500783257827;Viernes;2.0
academico;30;0.9889418674876153;Jueves;1.0
deportivo;27;0.9809380845534024;Lunes;1.0
academico;136;5.129114623226814;Sábado;3.0
deportivo;53;2.0033509077009493;Viernes;1.5
cultural;169;3.080823987035405;Sábado;3.0
academico;158;2.9909417565338843;Miércoles;1.5
networking;100;1.0058870606230779;Viernes;1.5
cultural;121;2.9318019539439284;Viernes;3.0
networking;99;0.9769506983814258;Viernes;1.0
cultural;140;5.046793281750782;Viernes;2.0
deportivo;19;4.863955050629718;Viernes;3.0
networking;97;1.0076580920784448;Viernes;1.0
cultural;97;2.995134886947455;Sábado;3.0
cultural;152;1.993044723151737;Viernes;2.0
deportivo;110;5.009832424146969;Viernes;3.0
academico;143;5.131547761120375;Sábado;3.0
cultural;153;2.042654476516381;Viernes;1.5
academico;11;5.055474617040022;Sábado;3.0
networking;102;4.8854442789656165;Lunes;2.0
cultural;95;3.1388828415367547;Sábado;2.0
deportivo;102;4.96654873925187;Jueves;2.0
cultural;163;3.095863927718149;Sábado;3.0
cultural;173;2.056818925693425;Viernes;3.0
cultural;103;4.838454729348826;Viernes;2.0
cultural;101;2.874848114285588;Sábado;3.0
